start,130,2017,long,lat,22,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
,349,282,87.25,19.5,-14478030,99846.62,254.0,13.55052,94.20004,888.8848,0.0,0.2277641,0.005964015,62.70852,14412550000.0,2017.0,7.0,15.0,22.0
,349,283,87.25,19.25,-14917990,99840.19,237.5,13.76697,94.129,676.9711,0.0,0.2330759,0.006167058,65.93795,21032950000.0,2017.0,7.0,15.0,23.0
,348,283,87.0,19.25,-15454240,99881.75,257.0,14.02885,93.67337,1243.571,0.0,0.2262999,0.009988955,135.9247,27491900000.0,2017.0,7.0,16.0,0.0
,348,284,87.0,19.0,-16050630,99913.94,245.75,13.79536,92.95584,888.8848,0.0,0.2190847,0.009990816,135.9627,28232510000.0,2017.0,7.0,16.0,1.0
,348,285,87.0,18.75,-16577270,99899.62,253.75,13.44181,92.33436,581.7896,0.0,0.2202327,0.01262003,193.0231,25158470000.0,2017.0,7.0,16.0,2.0
,349,286,87.25,18.5,-16967900,99906.12,251.5,13.32833,92.38354,104.9837,0.0,0.2217513,0.01447088,237.0069,28810640000.0,2017.0,7.0,16.0,3.0
,349,286,87.25,18.5,-17176750,99867.81,281.25,13.27145,92.90485,104.9837,0.0,0.2286669,0.01029566,142.2329,17879090000.0,2017.0,7.0,16.0,4.0
,349,286,87.25,18.5,-17206310,99866.06,253.0,12.9712,93.45085,104.9837,0.0,0.2287094,0.009104586,118.2793,14017630000.0,2017.0,7.0,16.0,5.0
,350,286,87.5,18.5,-17087940,99779.44,301.75,13.82118,94.02893,67.27027,0.0,0.2434144,0.007378363,86.2896,10858580000.0,2017.0,7.0,16.0,6.0
,350,286,87.5,18.5,-16895500,99743.81,244.25,15.11168,94.06837,67.27027,0.0,0.2498777,0.005463336,54.98008,8807482000.0,2017.0,7.0,16.0,7.0
,350,286,87.5,18.5,-16714640,99670.56,231.5,16.06458,93.8146,67.27027,0.0,0.2626533,0.002962242,21.95074,6497201000.0,2017.0,7.0,16.0,8.0
,350,287,87.5,18.25,-16614300,99582.56,247.75,15.39502,92.62781,53.80118,0.0,0.2772105,0.004919232,46.97475,8402878000.0,2017.0,7.0,16.0,9.0
,348,284,87.0,19.0,-14327270,99564.69,157.25,15.46548,92.93446,888.8848,0.0,0.2793646,0.001310798,6.46133,3299084000.0,2017.0,7.0,16.0,10.0
,348,284,87.0,19.0,-14711830,99629.75,115.5,15.11774,92.67433,888.8848,0.0,0.260868,0.001560212,8.390616,3189613000.0,2017.0,7.0,16.0,11.0
,348,284,87.0,19.0,-15143360,99599.94,135.5,15.1488,92.40889,888.8848,0.0,0.2693146,0.001819294,10.56508,3470818000.0,2017.0,7.0,16.0,12.0
,348,284,87.0,19.0,-15540770,99647.56,127.25,14.48708,92.06332,888.8848,0.0,0.2588013,0.002593362,17.98098,5855979000.0,2017.0,7.0,16.0,13.0
